TripID	CarID	date	departure	destination	num_seats_available
1173	421	2025-02-15	San Antonio	Philadelphia	2
1174	421	2025-01-07	San Diego	Philadelphia	1
1175	421	2024-12-31	Phoenix	Chicago	3
1176	421	2025-01-23	Los Angeles	San Jose	3
1177	422	2025-02-12	Dallas	San Antonio	2
1178	422	2024-12-25	Houston	San Antonio	2
1179	423	2024-12-19	Houston	San Jose	1
1180	423	2025-02-09	Chicago	New York	3
1181	423	2025-01-06	San Antonio	Houston	3
1182	423	2025-02-17	San Jose	Houston	2
1183	423	2024-12-14	San Jose	Phoenix	2
1184	425	2024-12-15	San Diego	San Antonio	2
1185	426	2025-02-15	Los Angeles	San Diego	1
1186	427	2024-11-28	Phoenix	Chicago	2
1187	427	2024-12-26	Dallas	Philadelphia	2
1188	427	2024-12-31	Philadelphia	Los Angeles	3
1189	427	2025-01-12	Chicago	Houston	4
1190	428	2025-01-25	San Antonio	Phoenix	1
1191	428	2025-01-04	San Jose	Los Angeles	2
1192	428	2025-01-29	Los Angeles	Philadelphia	1
1193	428	2025-01-05	San Antonio	New York	2
1194	429	2025-01-14	Los Angeles	Phoenix	1
1195	429	2025-01-01	San Jose	New York	2
1196	430	2025-01-17	Dallas	New York	3
1197	430	2025-02-15	San Antonio	Philadelphia	2
1198	430	2025-02-08	San Diego	New York	1
1199	430	2025-02-07	San Diego	New York	3
1200	431	2025-02-01	Dallas	San Diego	1
1201	431	2025-01-17	Philadelphia	San Diego	4
1202	431	2024-12-28	Los Angeles	New York	1
1203	431	2025-01-19	San Antonio	San Diego	1
1204	432	2024-12-19	Dallas	San Jose	2
1205	432	2025-01-06	Philadelphia	Houston	3
1206	432	2024-12-06	Los Angeles	New York	4
1207	433	2024-12-16	Los Angeles	San Antonio	1
1208	433	2025-02-12	Dallas	Philadelphia	4
1209	434	2024-12-18	New York	Los Angeles	4
1210	434	2025-01-26	Houston	Phoenix	2
1211	434	2024-12-08	San Jose	Chicago	2
1212	434	2025-02-15	San Jose	Philadelphia	3
1213	435	2024-12-24	Dallas	Phoenix	4
1214	435	2024-12-23	New York	Houston	3
1215	435	2025-01-01	Dallas	Chicago	3
1216	435	2025-01-11	San Diego	Houston	2
1217	435	2024-12-30	New York	Chicago	4
1218	436	2025-02-18	San Jose	New York	4
1219	436	2024-12-06	San Antonio	New York	3
1220	436	2024-12-02	New York	Philadelphia	4
1221	436	2025-02-03	New York	Los Angeles	1
1222	437	2025-01-29	Phoenix	New York	4
1223	437	2025-02-16	Chicago	San Jose	4
1224	437	2024-12-08	Dallas	New York	4
1225	437	2024-12-19	Phoenix	New York	1
1226	438	2025-02-06	San Diego	Phoenix	1
1227	438	2024-12-08	San Antonio	New York	1
1228	438	2025-02-13	New York	Chicago	2
1229	440	2025-02-21	Philadelphia	San Jose	2
1230	440	2024-12-19	San Jose	Los Angeles	1
1231	441	2025-01-09	Philadelphia	San Diego	3
1232	442	2024-11-28	San Antonio	San Diego	1
1233	442	2024-12-04	Phoenix	Houston	4
1234	443	2025-01-22	Philadelphia	Chicago	1
1235	443	2025-02-23	San Diego	Los Angeles	3
1236	443	2025-01-29	Philadelphia	Houston	1
1237	443	2024-11-30	Los Angeles	Philadelphia	2
1238	443	2025-01-25	San Diego	New York	2
1239	444	2025-01-25	Phoenix	Houston	4
1240	444	2024-12-09	San Antonio	Los Angeles	4
1241	444	2025-02-12	San Diego	New York	3
1242	445	2025-01-06	San Jose	Phoenix	3
1243	445	2025-01-28	Chicago	New York	1
1244	445	2025-02-22	Houston	San Antonio	1
1245	446	2025-02-24	Phoenix	Dallas	1
1246	446	2024-12-04	San Jose	Houston	2
1247	446	2025-02-16	New York	San Antonio	4
1248	446	2024-12-29	San Diego	New York	1
1249	447	2025-02-02	San Jose	San Diego	4
1250	448	2024-12-12	Philadelphia	Chicago	3
1251	448	2024-12-31	Chicago	San Jose	2
1252	448	2024-12-21	Phoenix	Philadelphia	3
1253	448	2025-01-25	New York	Dallas	4
1254	449	2025-01-10	New York	Houston	4
1255	449	2025-01-27	San Diego	Chicago	2
1256	449	2025-01-26	Philadelphia	San Antonio	2
1257	449	2024-12-14	Dallas	San Jose	3
1258	449	2025-02-14	San Jose	San Antonio	3
1259	450	2025-01-02	San Antonio	Chicago	1
1260	450	2025-02-24	New York	San Antonio	4
1261	450	2025-01-05	San Jose	Philadelphia	2
1262	450	2025-02-21	Dallas	New York	2
1263	451	2025-02-17	Dallas	Philadelphia	2
1264	451	2025-02-08	Phoenix	Dallas	2
1265	451	2025-02-04	Los Angeles	San Jose	1
1266	452	2025-02-20	San Jose	Dallas	3
1267	453	2024-12-05	Chicago	San Diego	1
1268	453	2025-02-05	Philadelphia	San Jose	1
1269	454	2025-01-23	Dallas	San Antonio	1
1270	454	2025-02-09	San Antonio	Dallas	1
1271	455	2025-02-07	San Jose	Houston	4
1272	455	2025-01-27	San Diego	Houston	3
1273	455	2025-02-23	Phoenix	San Antonio	1
1274	456	2024-12-17	Houston	Philadelphia	4
1275	457	2024-12-02	Chicago	San Diego	2
1276	457	2025-02-02	Los Angeles	New York	3
1277	457	2025-01-27	Dallas	San Jose	2
1278	457	2025-01-09	Chicago	New York	1
1279	458	2025-01-28	Phoenix	New York	3
1280	458	2024-12-24	Philadelphia	Houston	2
1281	458	2025-02-16	Phoenix	Los Angeles	1
1282	458	2025-01-06	San Diego	Philadelphia	1
1283	458	2025-01-23	Phoenix	Dallas	3
1284	459	2024-12-30	Phoenix	Philadelphia	3
1285	459	2025-01-24	Los Angeles	Houston	1
1286	459	2025-02-13	San Antonio	San Jose	4
1287	460	2024-12-23	Los Angeles	Chicago	1
1288	460	2025-02-19	Houston	San Antonio	3
1289	461	2025-02-18	San Antonio	Dallas	3
1290	461	2024-12-22	Dallas	San Diego	4
1291	461	2025-02-20	New York	San Jose	2
1292	461	2024-12-20	San Jose	Chicago	4
1293	462	2024-11-29	San Jose	Chicago	4
1294	463	2025-02-14	San Jose	Houston	4
1295	463	2025-01-06	Philadelphia	Dallas	4
1296	463	2025-01-19	Phoenix	San Antonio	2
1297	464	2025-02-02	Dallas	Phoenix	2
1298	464	2024-12-14	Los Angeles	Philadelphia	4
1299	464	2024-12-23	Dallas	Houston	4
1300	464	2025-02-19	San Diego	Phoenix	2
1301	465	2024-12-07	Dallas	New York	2
1302	465	2024-12-13	Dallas	San Antonio	4
1303	466	2025-01-17	Houston	San Antonio	4
1304	466	2025-02-22	San Diego	Phoenix	3
1305	466	2024-12-16	San Antonio	Los Angeles	3
1306	467	2024-12-08	New York	San Diego	4
1307	467	2025-01-03	Dallas	San Diego	2
1308	467	2025-01-19	Dallas	Los Angeles	2
1309	468	2025-01-30	San Diego	New York	1
1310	468	2024-12-23	San Jose	San Antonio	3
1311	468	2025-01-20	New York	Philadelphia	4
1312	468	2025-01-08	Dallas	San Diego	2
1313	469	2024-12-05	Chicago	San Jose	4
1314	469	2025-01-26	Philadelphia	Houston	1
1315	469	2024-12-04	Philadelphia	San Diego	2
1316	469	2024-11-28	Houston	Los Angeles	1
1317	469	2024-12-23	Dallas	Los Angeles	1
1318	470	2024-12-07	Houston	Dallas	1
1319	470	2024-12-03	Houston	San Jose	2
1320	470	2024-12-11	Dallas	Philadelphia	1
1321	470	2025-01-13	Chicago	Phoenix	4
1322	470	2025-01-07	New York	Philadelphia	2
1323	471	2025-01-08	Phoenix	San Diego	2
1324	471	2025-01-11	San Jose	Los Angeles	2
1325	471	2025-02-03	Dallas	San Antonio	1
1326	471	2025-02-04	Phoenix	San Diego	2
1327	472	2025-02-18	Dallas	Phoenix	2
1328	472	2024-12-03	San Antonio	Houston	3
1329	472	2025-02-07	Houston	San Antonio	1
1330	473	2024-12-17	Dallas	Houston	1
1331	474	2024-12-07	Los Angeles	San Diego	1
1332	474	2025-01-22	Los Angeles	San Diego	1
1333	474	2025-02-07	Dallas	Houston	3
1334	474	2024-12-08	Chicago	Los Angeles	1
1335	474	2025-01-08	Phoenix	Los Angeles	4
1336	475	2025-02-23	New York	Dallas	4
1337	475	2025-02-08	Philadelphia	Phoenix	1
1338	475	2024-12-19	San Diego	New York	2
1339	476	2025-02-08	New York	San Jose	4
1340	476	2024-12-16	Los Angeles	Dallas	3
1341	476	2025-02-20	Houston	New York	2
1342	476	2025-01-04	Dallas	San Jose	2
1343	477	2024-11-29	Houston	Dallas	4
1344	478	2024-12-01	Philadelphia	San Jose	1
1345	478	2024-12-26	New York	San Antonio	4
1346	478	2025-02-06	Los Angeles	Phoenix	3
1347	478	2025-02-17	San Antonio	Houston	3
1348	479	2025-02-04	San Diego	Philadelphia	1
1349	480	2024-12-20	Chicago	Los Angeles	4
1350	480	2025-01-27	San Antonio	Phoenix	2
1351	480	2025-02-17	Los Angeles	New York	3
1352	481	2025-02-20	San Jose	Los Angeles	2
1353	481	2025-01-26	Phoenix	New York	3
1354	481	2024-12-03	Houston	New York	3
1355	481	2025-01-23	Phoenix	Chicago	3
1356	481	2025-02-04	Dallas	San Antonio	1
1357	482	2025-02-10	San Antonio	Phoenix	3
1358	482	2025-02-17	San Antonio	Houston	3
1359	482	2025-01-15	Philadelphia	San Jose	1
1360	482	2024-11-30	Philadelphia	San Jose	1
1361	483	2025-01-20	New York	Chicago	2
1362	483	2025-02-22	Houston	Dallas	2
1363	483	2024-11-28	Philadelphia	New York	4
1364	483	2024-12-02	Houston	Philadelphia	2
1365	484	2024-12-06	San Antonio	Dallas	1
1366	485	2024-12-31	Los Angeles	Dallas	2
1367	486	2025-01-21	Philadelphia	Chicago	2
1368	486	2025-01-12	Dallas	Chicago	4
1369	486	2025-01-22	Phoenix	San Antonio	3
1370	486	2025-02-19	Philadelphia	New York	3
1371	487	2024-12-31	San Diego	San Antonio	1
1372	487	2025-01-07	Los Angeles	San Jose	2
1373	487	2024-12-29	Los Angeles	Houston	2
1374	487	2024-12-05	San Diego	Philadelphia	4
1375	487	2025-01-18	San Antonio	Chicago	3
1376	488	2024-12-03	Dallas	San Antonio	1
1377	488	2025-01-20	Chicago	New York	2
1378	489	2024-12-04	Chicago	New York	3
1379	489	2025-02-22	San Jose	San Diego	4
1380	489	2025-01-09	Los Angeles	Chicago	4
1381	489	2025-01-28	San Jose	Los Angeles	1
1382	489	2025-01-21	San Diego	Los Angeles	1
1383	490	2024-12-04	New York	San Jose	2
1384	491	2025-01-31	Dallas	Philadelphia	4
1385	491	2024-12-02	Philadelphia	Phoenix	4
1386	491	2025-01-22	Chicago	Philadelphia	2
1387	492	2024-12-27	San Jose	San Diego	4
1388	493	2025-02-03	San Antonio	Dallas	3
1389	493	2024-12-25	Dallas	Chicago	4
1390	493	2024-11-28	Houston	San Antonio	4
1391	494	2025-01-01	San Antonio	Los Angeles	2
1392	494	2025-02-05	San Jose	Houston	1
1393	495	2025-02-19	San Diego	San Jose	2
1394	495	2024-11-28	Houston	Philadelphia	3
1395	495	2025-01-22	San Antonio	Chicago	4
1396	495	2025-01-21	Philadelphia	Houston	2
1397	496	2025-01-08	San Antonio	Houston	1
1398	497	2024-12-12	Houston	Los Angeles	1
1399	497	2024-12-25	Chicago	Los Angeles	3
1400	497	2025-01-22	Dallas	San Antonio	1
1401	497	2025-02-14	Phoenix	Los Angeles	2
1402	497	2025-01-09	San Diego	Los Angeles	1
1403	498	2025-01-23	Dallas	New York	4
1404	498	2025-01-28	Phoenix	San Diego	1
1405	498	2025-01-11	Los Angeles	Dallas	2
1406	498	2024-12-06	Houston	Dallas	4
1407	499	2025-02-09	San Diego	San Jose	3
1408	500	2024-11-29	San Antonio	Houston	1
1409	500	2024-12-31	San Diego	Philadelphia	3
1410	500	2025-01-16	San Diego	New York	1
1411	500	2024-12-21	San Jose	Chicago	3
1412	501	2025-02-24	Los Angeles	San Antonio	2
1413	502	2024-12-06	Houston	Phoenix	1
1414	502	2025-02-12	Los Angeles	New York	1
1415	502	2025-01-17	Phoenix	Dallas	3
1416	502	2024-12-30	Phoenix	Philadelphia	2
1417	503	2025-02-24	Philadelphia	Los Angeles	1
1418	504	2025-01-11	Houston	San Jose	2
1419	504	2025-01-17	Philadelphia	Phoenix	2
1420	505	2025-02-05	San Diego	Los Angeles	3
1421	505	2024-12-06	Philadelphia	Dallas	2
1422	505	2025-01-17	Dallas	San Antonio	1
1423	505	2024-12-14	San Antonio	Philadelphia	3
1424	506	2024-12-07	Los Angeles	San Jose	1
1425	506	2024-12-13	Los Angeles	New York	1
1426	506	2025-01-01	San Diego	Philadelphia	3
1427	506	2025-01-16	Los Angeles	Dallas	4
1428	506	2024-12-04	San Jose	Phoenix	4
1429	507	2024-12-30	San Jose	San Diego	1
1430	507	2025-02-05	Phoenix	Dallas	4
1431	507	2024-12-02	New York	Dallas	4
1432	508	2025-02-01	San Antonio	Los Angeles	4
1433	508	2025-01-05	Dallas	Chicago	3
1434	508	2024-12-20	San Jose	Philadelphia	4
1435	509	2024-12-23	Phoenix	Dallas	2
1436	509	2025-01-18	Los Angeles	New York	3
1437	509	2024-12-04	Dallas	San Antonio	3
1438	509	2025-01-08	San Jose	New York	4
1439	509	2025-01-20	Philadelphia	New York	3
1440	510	2025-01-19	Phoenix	Houston	3
1441	510	2025-02-14	San Diego	Phoenix	4
1442	510	2025-02-22	Los Angeles	San Antonio	1
1443	510	2025-01-10	Houston	Los Angeles	3
1444	511	2025-02-09	Houston	Los Angeles	4
1445	511	2025-02-03	Houston	San Diego	1
1446	511	2025-01-05	Philadelphia	San Antonio	1
1447	511	2024-12-31	New York	Phoenix	4
1448	512	2025-01-07	Dallas	San Antonio	2
1449	512	2025-02-15	Houston	Philadelphia	4
1450	512	2025-01-26	San Diego	New York	3
1451	513	2025-01-10	Dallas	San Antonio	2
1452	513	2024-11-29	Chicago	San Antonio	4
1453	513	2024-12-20	Dallas	San Diego	2
1454	513	2025-02-10	Chicago	San Antonio	2
1455	514	2025-01-23	Dallas	New York	2
1456	514	2024-12-27	San Diego	Dallas	4
1457	515	2024-12-26	Dallas	San Jose	2
1458	515	2025-01-03	New York	San Jose	2
1459	516	2025-01-26	San Diego	Los Angeles	4
1460	516	2025-02-06	San Jose	Houston	1
1461	516	2025-01-24	Philadelphia	Phoenix	1
1462	516	2024-12-01	San Jose	San Diego	2
1463	516	2024-11-28	San Antonio	San Jose	4
1464	517	2025-01-24	Dallas	New York	4
1465	517	2025-01-08	Dallas	Houston	2
1466	517	2024-12-20	San Diego	New York	1
1467	517	2025-01-16	Los Angeles	San Antonio	1
1468	518	2024-12-24	San Antonio	New York	4
1469	519	2024-11-28	Dallas	San Jose	4
1470	519	2025-01-23	San Jose	Philadelphia	1
1471	520	2025-01-26	Los Angeles	New York	4
1472	520	2024-12-04	Chicago	Houston	3
1473	521	2025-02-12	Chicago	Houston	4
1474	522	2024-12-24	New York	San Jose	4
1475	523	2025-02-23	Los Angeles	San Antonio	2
1476	523	2024-12-29	Los Angeles	San Diego	4
1477	523	2024-12-23	Philadelphia	Phoenix	1
1478	523	2025-01-28	San Antonio	New York	3
1479	524	2024-12-19	New York	Houston	4
1480	524	2025-01-29	Chicago	Phoenix	2
1481	524	2025-01-30	Dallas	San Jose	2
1482	524	2025-01-02	Chicago	Philadelphia	4
1483	525	2024-11-28	New York	San Antonio	2
1484	525	2025-02-23	San Antonio	Phoenix	2
1485	525	2024-12-07	New York	Chicago	3
1486	525	2025-02-09	Houston	San Antonio	2
1487	526	2025-01-22	San Antonio	Chicago	4
1488	526	2024-12-21	Houston	San Jose	4
1489	526	2024-12-10	San Jose	Los Angeles	2
1490	526	2024-12-23	San Antonio	Phoenix	2
1491	527	2024-12-09	San Antonio	Phoenix	2
1492	527	2024-12-30	Chicago	Los Angeles	3
1493	527	2024-12-02	Phoenix	Philadelphia	2
1494	527	2024-12-08	Los Angeles	Houston	4
1495	527	2025-02-04	San Antonio	New York	4
1496	528	2024-12-15	Philadelphia	Dallas	1
1497	528	2024-12-11	Philadelphia	New York	2
1498	529	2025-01-07	Chicago	Houston	3
1499	529	2025-02-15	San Antonio	Philadelphia	4
1500	529	2025-02-07	Philadelphia	Houston	3
1501	529	2025-02-05	Chicago	Houston	2
1502	529	2024-12-08	San Antonio	Houston	3
1503	530	2025-01-16	Los Angeles	San Antonio	2
1504	530	2025-01-06	San Jose	Phoenix	2
1505	530	2025-01-05	San Antonio	Phoenix	1
1506	530	2024-12-27	Houston	New York	2
1507	530	2024-12-20	Los Angeles	New York	1
1508	531	2024-12-20	San Antonio	Phoenix	4
1509	531	2025-02-19	Dallas	Phoenix	2
1510	531	2025-01-13	Chicago	Philadelphia	2
1511	532	2024-12-13	Philadelphia	San Diego	2
1512	532	2024-12-28	Houston	Chicago	2
1513	532	2024-12-15	Los Angeles	Houston	2
1514	532	2024-12-21	Houston	Phoenix	1
1515	533	2024-12-15	San Antonio	Houston	2
1516	533	2025-02-06	San Antonio	Dallas	2
1517	533	2024-12-29	Philadelphia	Dallas	2
1518	533	2024-12-07	New York	Chicago	1
1519	534	2025-01-15	Houston	Chicago	3
1520	534	2025-02-12	San Jose	Phoenix	3
1521	534	2024-12-09	Houston	Los Angeles	3
1522	534	2024-12-18	San Jose	Chicago	4
1523	534	2024-12-12	Philadelphia	San Antonio	1
1524	535	2025-02-20	San Antonio	Houston	4
1525	535	2025-01-26	San Antonio	Dallas	4
1526	535	2024-12-19	San Antonio	Dallas	3
1527	535	2025-02-14	Phoenix	Los Angeles	1
1528	536	2025-02-20	Phoenix	Los Angeles	1
1529	536	2025-02-11	San Diego	Dallas	4
1530	536	2025-01-30	San Diego	Dallas	2
1531	536	2025-01-21	San Diego	Philadelphia	3
1532	536	2024-12-28	Philadelphia	San Antonio	3
1533	537	2025-02-15	Houston	San Diego	4
1534	537	2024-12-13	Los Angeles	Chicago	3
1535	537	2025-01-03	San Jose	San Antonio	2
1536	537	2024-12-16	New York	Los Angeles	4
1537	537	2025-01-28	Philadelphia	San Antonio	2
1538	538	2024-12-14	San Antonio	New York	1
1539	538	2025-01-22	Philadelphia	San Antonio	3
1540	538	2024-12-01	Philadelphia	San Diego	3
1541	538	2025-02-03	Philadelphia	San Jose	1
1542	539	2025-01-18	San Diego	San Jose	4
1543	540	2024-12-20	San Jose	Chicago	1
1544	540	2025-02-04	Houston	Chicago	3
1545	541	2025-02-18	San Jose	Philadelphia	3
1546	541	2024-12-28	Phoenix	New York	3
1547	542	2025-01-22	New York	San Jose	1
1548	542	2025-02-03	Los Angeles	San Jose	2
1549	542	2025-01-29	New York	Los Angeles	2
1550	542	2025-01-01	Philadelphia	Phoenix	4
1551	542	2025-01-24	Phoenix	Philadelphia	3
1552	543	2025-02-25	Houston	Los Angeles	3
1553	543	2025-01-11	Houston	Chicago	4
1554	543	2025-01-02	Dallas	Phoenix	4
1555	543	2025-02-07	Los Angeles	San Antonio	4
1556	544	2024-12-11	Chicago	Dallas	3
1557	544	2025-02-19	New York	San Jose	1
1558	544	2025-02-07	Philadelphia	Chicago	3
1559	545	2024-12-05	Los Angeles	New York	4
1560	546	2024-12-10	Los Angeles	Houston	1
1561	546	2025-01-12	Philadelphia	San Jose	1
1562	547	2024-12-10	New York	San Antonio	1
1563	547	2024-12-03	New York	San Antonio	1
1564	547	2024-12-01	Phoenix	Houston	2
1565	547	2025-01-14	San Jose	Houston	2
1566	548	2025-01-02	San Diego	New York	4
1567	549	2024-12-26	Houston	Phoenix	1
1568	549	2024-12-28	Houston	Dallas	2
1569	549	2025-01-29	Dallas	San Jose	2
1570	549	2024-12-06	New York	Dallas	3
1571	550	2024-12-20	San Diego	Houston	4
1572	550	2024-12-19	Dallas	San Antonio	4
1573	550	2025-01-02	Phoenix	Houston	1
1574	553	2025-02-06	New York	Los Angeles	3
1575	554	2025-02-01	Dallas	Chicago	2
1576	554	2025-02-19	Los Angeles	San Diego	2
1577	554	2024-11-30	New York	San Jose	2
1578	554	2025-02-12	Dallas	Phoenix	2
1579	554	2025-01-08	Los Angeles	Chicago	2
1580	555	2025-01-24	Chicago	Philadelphia	1
1581	555	2025-01-10	Houston	San Jose	1
1582	556	2025-01-10	Los Angeles	New York	4
1583	556	2025-01-14	Houston	San Diego	4
1584	556	2025-02-22	San Diego	Chicago	3
1585	556	2024-12-21	San Diego	Philadelphia	2
1586	557	2025-01-21	Phoenix	Los Angeles	1
1587	557	2024-12-09	Phoenix	Dallas	4
1588	557	2025-02-08	Dallas	Chicago	4
1589	557	2025-01-12	San Jose	New York	3
1590	557	2025-01-09	San Jose	Los Angeles	2
1591	558	2024-12-26	New York	Los Angeles	2
1592	558	2025-01-08	Philadelphia	Los Angeles	3
1593	559	2025-02-24	Los Angeles	San Jose	4
1594	559	2024-12-28	Chicago	San Antonio	4
1595	560	2025-01-16	New York	Dallas	3
1596	560	2024-12-18	San Jose	Chicago	3
1597	560	2024-12-25	Dallas	Houston	3
1598	560	2025-02-22	New York	San Antonio	1
1599	560	2025-01-19	Dallas	Chicago	2
1600	561	2025-02-18	Dallas	Chicago	3
1601	562	2024-11-30	Chicago	Phoenix	3
1602	563	2025-02-02	Los Angeles	San Antonio	4
1603	563	2024-12-08	San Antonio	New York	3
1604	564	2024-12-28	San Diego	New York	3
1605	564	2024-12-04	San Jose	Houston	4
1606	564	2025-01-07	Philadelphia	San Diego	4
1607	564	2024-12-22	San Jose	Philadelphia	3
1608	565	2024-12-11	Houston	San Antonio	3
1609	566	2025-01-14	Houston	Chicago	1
1610	566	2025-01-05	San Diego	Los Angeles	1
1611	566	2024-12-01	San Diego	Phoenix	1
1612	566	2024-12-25	Los Angeles	Dallas	1
1613	567	2025-01-07	San Jose	San Diego	3
1614	567	2025-01-05	Phoenix	San Antonio	4
1615	567	2025-01-17	San Diego	Houston	4
1616	568	2025-02-22	Dallas	Los Angeles	2
1617	568	2025-01-09	San Diego	Houston	2
1618	568	2025-02-15	San Antonio	Los Angeles	2
1619	569	2025-02-15	San Jose	Los Angeles	4
1620	570	2024-12-12	Los Angeles	San Diego	2
1621	570	2025-02-16	New York	Chicago	1
1622	571	2025-01-24	Houston	Philadelphia	1
1623	571	2025-01-28	San Jose	Houston	4
1624	572	2025-01-09	Los Angeles	San Diego	2
1625	572	2025-02-23	Chicago	Philadelphia	4
1626	572	2025-01-16	Phoenix	Philadelphia	1
1627	572	2025-02-14	Houston	San Jose	2
1628	573	2025-01-14	New York	Dallas	1
1629	574	2024-12-12	Los Angeles	San Jose	1
1630	575	2025-02-23	San Diego	New York	4
1631	575	2025-01-09	Chicago	San Jose	3
1632	575	2025-02-21	San Diego	San Jose	3
1633	576	2024-12-01	Houston	San Antonio	3
1634	576	2025-01-02	Phoenix	Philadelphia	4
1635	576	2025-02-06	San Diego	New York	1
1636	576	2025-01-20	San Jose	New York	1
1637	577	2025-02-01	San Jose	Phoenix	3
1638	577	2025-02-10	San Jose	San Antonio	4
1639	577	2025-02-03	Houston	Los Angeles	3
1640	577	2025-01-21	Dallas	San Diego	4
1641	578	2025-02-02	Los Angeles	Dallas	1
1642	578	2025-01-16	Los Angeles	Phoenix	3
1643	578	2025-01-14	Chicago	San Jose	4
1644	578	2024-12-24	San Diego	Houston	3
1645	579	2025-01-09	San Jose	Los Angeles	2
1646	580	2024-12-31	Dallas	New York	4
1647	580	2024-12-05	Los Angeles	San Jose	2
1648	580	2025-02-11	San Diego	Philadelphia	3
1649	581	2025-01-07	San Diego	Los Angeles	4
1650	582	2025-02-13	San Diego	New York	4
1651	582	2024-12-21	Phoenix	Los Angeles	2
1652	583	2025-01-23	Phoenix	San Diego	3
1653	583	2024-12-13	Los Angeles	San Jose	4
1654	583	2024-12-16	Los Angeles	New York	1
1655	583	2025-02-20	Houston	Chicago	3
1656	583	2025-02-18	San Antonio	Dallas	3
1657	584	2024-11-29	San Antonio	Chicago	4
1658	584	2025-02-25	San Jose	Dallas	2
1659	584	2025-02-06	Chicago	Phoenix	2
1660	584	2025-01-17	Houston	New York	3
1661	585	2025-01-02	New York	Chicago	3
1662	585	2024-12-11	San Jose	San Diego	2
1663	585	2024-12-30	Chicago	Phoenix	3
1664	586	2025-02-15	San Antonio	Philadelphia	4
1665	586	2025-02-05	Chicago	Philadelphia	1
1666	586	2025-02-14	Chicago	Philadelphia	2
1667	588	2025-01-09	San Diego	New York	3
1668	588	2025-01-19	New York	Houston	4
1669	589	2024-12-30	San Antonio	New York	2
1670	590	2025-01-20	Philadelphia	San Antonio	4
1671	590	2024-12-29	Philadelphia	San Antonio	1
1672	591	2024-12-18	San Antonio	Houston	4
1673	591	2025-02-17	San Jose	Los Angeles	2
1674	591	2025-01-28	New York	Houston	3
1675	592	2025-02-16	Chicago	Philadelphia	3
1676	593	2025-01-01	San Diego	New York	1
1677	593	2025-02-11	New York	San Diego	3
1678	594	2024-12-20	Houston	Philadelphia	3
1679	595	2025-02-12	San Jose	San Diego	4
1680	595	2024-12-07	Chicago	Phoenix	3
1681	596	2025-01-21	Los Angeles	Dallas	2
1682	596	2024-12-01	San Jose	New York	1
1683	596	2024-12-19	San Diego	Chicago	1
1684	596	2025-01-14	San Antonio	Philadelphia	2
1685	597	2025-02-07	Chicago	San Diego	3
1686	597	2025-01-07	San Antonio	San Jose	4
1687	598	2025-01-20	Los Angeles	Chicago	3
1688	599	2024-12-12	Phoenix	Dallas	4
1689	599	2025-01-09	Phoenix	San Diego	2
1690	600	2024-11-29	Houston	San Antonio	1
1691	600	2025-01-15	New York	San Diego	3
1692	600	2024-12-20	Dallas	San Diego	2
1693	600	2025-02-12	San Diego	San Jose	4
1694	601	2024-12-09	Los Angeles	Houston	2
1695	601	2024-12-31	Chicago	Phoenix	1
1696	1	2024-12-28	Boston	Seattle	2
1697	1	2024-12-11	Boston	Seattle	2
1698	189	2025-02-21	Indianapolis	Denver	2
